,0
0.3061446514952577,-0.3698055146776512
0.5891133351587725,-0.19464045387982154
0.8308142362180717,0.3161308405241874
0.04131892551929073,-0.4529081270780331
0.22169944693057153,-0.824709801697532
-0.7717271933003182,-0.44419663293213385
0.09374391829605,0.021332362060671795
0.0672641456784484,-0.08456271365368107
-0.5346949404126289,0.20674784408882707
-0.1992304425106659,0.5414212713023028
0.419241226530211,0.6316988000830153
-0.06619828892355928,0.0549935009877367
0.6113141160081856,0.03734875105112012
0.14141496864383618,0.7505289126987642
0.2561799806536802,0.4781300962936572
0.1527520729442715,0.8345237515769526
-0.31173811738563395,-0.10652765530675368
0.10309367669289093,0.3486331492780719
-0.504472981896005,-0.4579221024580745
0.19128760842233183,-0.13980214950910674
0.48640971666241484,0.7063558509249266
0.004399184013984536,-0.011502608071826903
-0.07628933015907535,0.1531876636402265
0.5586510441069543,0.15626232487637393
-0.020557416434049403,0.43743490042870925
0.443162589042736,0.05920662223644957
0.20213733950233737,0.3852675848132989
-0.07953954816105069,0.056128321642532564
-0.12093570185161362,0.7121414241916131
-0.07182495249641185,0.44600495374214577
0.09329829489326213,0.21342683219862457
-0.0054666270866117195,0.5644768087368941
-0.24712755094674776,-0.43316657775494194
0.054299634967659216,-0.23098006085507183
-0.16053554159872052,0.16088351544740975
0.08434215376828624,0.2402935901288057
0.014507955647193649,0.2314808511602544
0.07704267966281297,0.4204856808442283
0.06532643688393014,-0.08472664260342333
-0.6466703204333486,-0.5091027402462212
-0.39716849704956003,-0.1481427248988494
0.07465488636225182,-0.45550105455302015
0.7260395237492148,-0.6658677577772028
0.24046839467058256,-0.5481964023675794
0.6006060897472922,0.12204088131201618
-0.11140323256478357,0.8946355844532203
0.17969053637256138,0.4033946854991022
0.4206311352458989,-0.18005596168517923
-0.12483066497830653,0.06798820466387423
-0.012455971564633295,-0.0820832743687192
-0.07696557943200555,0.07343789359050756
-0.795371123688579,0.4190078560136705
-0.2238846838188171,-0.5606645837098195
-0.0321882227651632,-0.9731837361879999
0.26120116784053793,0.5602979244121342
0.012938339360737627,-0.2629744151283586
-0.2682492126531254,-1.0
-0.441052266462995,0.28708118957186435
0.036528477890795275,-0.22668728348103673
-0.43817149557518287,0.3470014963038055
0.09048051323008455,-0.15425885841925768
0.10233198015521272,-0.8580469973698225
-0.5445161918019885,0.028446526947279338
0.3377523999638379,0.003788895668701109
-0.2492449695091451,-0.12607755851403535
-0.3682059039831542,0.16803364992522551
0.03257636104918671,0.16002692063893442
-1.0,-0.2958693971826126
-0.33741035609229897,-0.16664637454329534
-0.20124406185736132,-0.21510773726170074
-0.02341759577336,0.36394245612262677
0.005833883694372766,0.3163193605066805
0.8752117250589373,0.52164180655108
0.0372916408272157,0.4649007320581111
-0.1445425836870905,-0.22082234324722716
-0.10356180918009383,-0.31768430645367063
0.3161223041650565,-0.0387858544322115
0.10484360192329434,0.12630953181665494
-0.38464492668116834,-0.44632465651757325
0.3811170566017279,-0.002248350996670645
-0.961076801875939,-0.1602130639845566
-0.21013426061767948,-0.03413888999355874
0.7472117584252527,0.3102065231720519
-0.05609981182802859,0.7109654899572759
-0.1847211093408926,-0.18293339629154037
1.0,-0.21121280043460422
-0.01759311094130045,-0.5435943943433487
-0.6292594212011571,0.024811597573932254
0.12837685821388467,-0.34399877042129834
-0.12987223579474705,0.42198247494754604
-0.30252558659625095,-0.3908437150306091
-0.032336449085717645,-0.5154023330302844
0.10942756295829503,-0.22789603569954864
0.08464159306144814,-0.8793184488558182
0.12290226984524688,-0.11964155560442269
0.2241418789283256,0.0173843840186807
0.4940374556904106,-0.17158503307602124
-0.13827183368646823,0.24425171040627713
-0.33727642284941595,0.7361583318815896
0.2625296999954201,0.1520377235055912
0.5181287830926082,-0.035715325343631976
0.09847698996006526,0.26976078086883915
0.12014787339026212,-0.26411167355628096
-0.09267104233038748,-0.07262898764397485
-0.10199099066078443,0.3476121209564724
-0.1753121260037369,0.27017574412321643
-0.08927591852128514,0.32680250748444806
-0.2883259297316685,-0.03264499441250912
0.10159498468889216,1.0
0.11559142851167215,-0.5551684638723225
0.38465071652267024,-0.8284588812712972
-0.5121952518840873,0.024053735909107754
0.07018917462876795,-0.1138835195352138
0.24183892822125608,0.5592568469463788
0.21572995820018193,0.33516888909600673
